DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
16.0,25.0,1012.0,16.54,0.0,0.0,39.0
18.0,27.0,1013.0,3.13,0.0,0.0,116.0
-8.0,-3.0,1021.0,6.71,0.0,0.0,100.0
-19.0,-3.0,1031.0,29.06,0.0,0.0,8.0
-18.0,-2.0,1029.0,52.3,0.0,0.0,9.0
-10.0,-3.0,1025.0,1.79,0.0,0.0,105.0
23.0,25.0,1008.0,4.92,0.0,0.0,187.0
-26.0,-14.0,1033.0,17.87,0.0,0.0,27.0
18.0,21.0,1009.0,1.79,0.0,0.0,38.0
20.0,28.0,998.0,3.58,0.0,0.0,139.0
8.0,21.0,1020.0,14.31,0.0,0.0,37.0
-9.0,-5.0,1022.0,0.89,0.0,0.0,85.0
17.0,30.0,1003.0,3.56,0.0,0.0,17.0
-8.0,-5.0,1025.0,0.89,0.0,0.0,333.0
-26.0,0.0,1032.0,1.79,0.0,0.0,15.0
2.0,8.0,1015.0,0.89,0.0,0.0,75.0
-7.0,7.0,1012.0,23.25,0.0,0.0,32.0
1.0,3.0,1029.0,1.78,0.0,0.0,215.0
0.0,24.0,997.0,78.68,0.0,0.0,118.0
16.0,18.0,1011.0,0.89,0.0,0.0,137.0
17.0,22.0,1009.0,38.44,0.0,0.0,67.0
21.0,24.0,1004.0,0.89,0.0,3.0,46.0
18.0,23.0,1008.0,5.37,0.0,0.0,114.0
3.0,11.0,1016.0,1.79,0.0,0.0,76.0
19.0,19.0,1015.0,1.79,0.0,0.0,159.0
18.0,26.0,1004.0,9.84,0.0,0.0,104.0
-1.0,2.0,1027.0,14.75,0.0,0.0,33.0
-1.0,5.0,1032.0,3.56,0.0,0.0,27.0
17.0,23.0,1008.0,1.79,0.0,0.0,108.0
-10.0,-6.0,1033.0,14.75,0.0,0.0,100.0
14.0,17.0,999.0,30.39,0.0,0.0,73.0
4.0,5.0,1018.0,0.89,0.0,0.0,98.0
18.0,25.0,1004.0,31.29,0.0,0.0,132.0
13.0,33.0,1001.0,12.07,0.0,0.0,106.0
7.0,23.0,1010.0,29.95,0.0,0.0,95.0
27.0,32.0,1004.0,3.13,0.0,0.0,79.0
-8.0,-1.0,1011.0,0.89,0.0,0.0,217.0
7.0,14.0,1020.0,48.06,0.0,0.0,21.0
17.0,32.0,1003.0,9.84,0.0,0.0,82.0
6.0,14.0,1016.0,0.89,0.0,0.0,149.0
19.0,27.0,1005.0,4.46,0.0,0.0,165.0
-11.0,8.0,1022.0,0.89,0.0,0.0,158.0
16.0,22.0,1008.0,1.79,0.0,0.0,72.0
-16.0,21.0,1016.0,14.75,0.0,0.0,28.0
5.0,5.0,1016.0,3.58,0.0,0.0,141.0
-7.0,15.0,1014.0,68.83,0.0,0.0,10.0
22.0,23.0,1003.0,1.79,0.0,0.0,86.0
13.0,18.0,1009.0,0.89,0.0,0.0,204.0
-14.0,-5.0,1028.0,0.89,0.0,0.0,103.0
-16.0,9.0,1025.0,16.09,0.0,0.0,8.0
-7.0,-5.0,1024.0,8.05,0.0,0.0,456.0
-4.0,5.0,1026.0,1.78,0.0,0.0,147.0
15.0,37.0,999.0,6.26,0.0,0.0,47.0
-6.0,1.0,1031.0,19.68,0.0,0.0,245.0
-9.0,17.0,1013.0,12.96,0.0,0.0,104.0
-8.0,16.0,1025.0,87.62,0.0,0.0,16.0
-4.0,0.0,1021.0,4.47,0.0,0.0,167.0
-12.0,5.0,1028.0,63.45,0.0,0.0,10.0
-23.0,3.0,1033.0,1.79,0.0,0.0,80.0
3.0,6.0,1028.0,59.88,0.0,0.0,44.0
-20.0,-7.0,1028.0,2.68,0.0,0.0,82.0
21.0,27.0,998.0,5.37,0.0,0.0,432.0
18.0,20.0,1015.0,1.78,0.0,6.0,93.0
-11.0,2.0,1030.0,4.92,0.0,0.0,184.0
-3.0,-2.0,1028.0,10.29,0.0,0.0,188.0
-22.0,-3.0,1026.0,14.76,0.0,0.0,79.0
-15.0,9.0,1016.0,34.42,0.0,0.0,11.0
-11.0,2.0,1016.0,31.73,0.0,0.0,101.0
7.0,26.0,1005.0,38.9,0.0,0.0,24.0
16.0,20.0,1015.0,2.67,0.0,0.0,286.0
7.0,12.0,1024.0,2.68,0.0,0.0,156.0
14.0,17.0,1012.0,0.89,0.0,0.0,59.0
-21.0,-2.0,1035.0,24.14,0.0,0.0,27.0
25.0,30.0,1009.0,4.9,0.0,0.0,226.0
-23.0,-3.0,1032.0,224.39,0.0,0.0,9.0
-8.0,4.0,1017.0,4.02,0.0,0.0,248.0
-12.0,1.0,1012.0,21.9,0.0,0.0,77.0
-9.0,-1.0,1021.0,0.89,0.0,0.0,26.0
21.0,21.0,1004.0,4.92,0.0,18.0,41.0
-1.0,19.0,1002.0,74.2,0.0,0.0,81.0
-18.0,7.0,1023.0,16.54,0.0,0.0,10.0
-21.0,3.0,1020.0,24.58,0.0,0.0,69.0
14.0,30.0,1007.0,7.15,0.0,0.0,37.0
14.0,29.0,1004.0,3.13,0.0,0.0,10.0
22.0,26.0,1003.0,23.7,0.0,0.0,141.0
-13.0,-3.0,1017.0,5.79,0.0,0.0,97.0
15.0,20.0,1019.0,6.71,0.0,0.0,404.0
15.0,21.0,1015.0,1.78,0.0,0.0,108.0
-18.0,-14.0,1028.0,8.94,0.0,0.0,162.0
2.0,18.0,1009.0,71.52,0.0,0.0,11.0
16.0,25.0,1013.0,26.82,0.0,0.0,48.0
-20.0,-4.0,1035.0,73.76,0.0,0.0,20.0
-6.0,23.0,1019.0,3.58,0.0,0.0,5.0
-18.0,19.0,1021.0,7.15,0.0,0.0,14.0
19.0,25.0,1005.0,1.78,0.0,0.0,193.0
-16.0,3.0,1031.0,20.57,0.0,0.0,21.0
-1.0,22.0,1009.0,6.26,0.0,0.0,16.0
19.0,21.0,1008.0,5.37,0.0,0.0,221.0
-12.0,7.0,1022.0,68.39,0.0,0.0,30.0
23.0,28.0,1010.0,8.5,0.0,0.0,237.0
-15.0,2.0,1029.0,6.26,0.0,0.0,23.0
14.0,30.0,1002.0,1.79,0.0,0.0,85.0
12.0,22.0,1020.0,16.1,0.0,0.0,242.0
-11.0,8.0,1022.0,138.15,0.0,0.0,8.0
-10.0,10.0,1012.0,16.54,0.0,0.0,24.0
15.0,16.0,1014.0,0.89,0.0,0.0,38.0
4.0,8.0,1027.0,0.89,0.0,0.0,127.0
-4.0,6.0,1025.0,22.36,0.0,0.0,56.0
-16.0,-1.0,1033.0,12.96,0.0,0.0,46.0
-4.0,10.0,1021.0,115.36,0.0,0.0,38.0
0.0,4.0,1027.0,21.47,0.0,0.0,127.0
13.0,16.0,1002.0,15.2,0.0,0.0,61.0
19.0,25.0,1006.0,21.01,0.0,0.0,46.0
-11.0,-7.0,1027.0,0.45,0.0,0.0,268.0
-1.0,4.0,1017.0,0.89,0.0,0.0,98.0
10.0,29.0,1012.0,40.24,0.0,0.0,63.0
-11.0,3.0,1019.0,219.93,0.0,0.0,41.0
16.0,31.0,1014.0,3.13,0.0,0.0,41.0
15.0,33.0,1003.0,0.89,0.0,0.0,30.0
12.0,12.0,1019.0,1.79,0.0,0.0,235.0
4.0,27.0,1009.0,12.97,0.0,0.0,104.0
-9.0,21.0,1010.0,50.52,0.0,0.0,40.0
-16.0,19.0,1022.0,4.92,0.0,0.0,13.0
16.0,17.0,1017.0,15.64,0.0,0.0,64.0
-14.0,10.0,1017.0,4.02,0.0,0.0,81.0
-16.0,-4.0,1028.0,3.13,0.0,0.0,13.0
14.0,19.0,1007.0,8.05,0.0,0.0,11.0
4.0,20.0,1010.0,1.79,0.0,0.0,127.0
2.0,5.0,1026.0,6.26,0.0,0.0,202.0
-28.0,-8.0,1032.0,80.01,0.0,0.0,9.0
-16.0,7.0,1029.0,1.79,0.0,0.0,161.0
12.0,13.0,1017.0,3.58,0.0,0.0,25.0
-2.0,18.0,1028.0,16.54,0.0,0.0,40.0
-8.0,-1.0,1024.0,12.96,0.0,0.0,135.0
-24.0,-6.0,1036.0,39.78,0.0,0.0,12.0
3.0,16.0,1015.0,149.31,0.0,0.0,12.0
17.0,19.0,1014.0,0.45,0.0,0.0,64.0
20.0,27.0,1009.0,2.67,0.0,0.0,31.0
22.0,23.0,1008.0,0.89,0.0,0.0,64.0
-6.0,-1.0,1019.0,11.63,0.0,0.0,238.0
-5.0,2.0,1029.0,0.45,0.0,0.0,339.0
16.0,17.0,1013.0,0.89,0.0,15.0,100.0
20.0,20.0,1010.0,1.79,0.0,9.0,25.0
-20.0,2.0,1026.0,120.7,0.0,0.0,7.0
-2.0,-1.0,1021.0,14.31,4.0,0.0,90.0
1.0,14.0,1011.0,43.36,0.0,0.0,202.0
-6.0,-1.0,1030.0,29.51,0.0,0.0,297.0
-5.0,0.0,1021.0,78.69,0.0,0.0,50.0
12.0,13.0,1016.0,1.79,0.0,0.0,414.0
-4.0,6.0,1004.0,25.03,0.0,0.0,302.0
-3.0,24.0,1010.0,30.84,0.0,0.0,27.0
-21.0,3.0,1026.0,136.78,0.0,0.0,9.0
16.0,24.0,1001.0,3.58,0.0,0.0,272.0
-16.0,10.0,1024.0,5.81,0.0,0.0,15.0
11.0,21.0,1002.0,3.13,0.0,0.0,162.0
-5.0,-3.0,1016.0,7.16,0.0,0.0,359.0
-10.0,-3.0,1030.0,1.78,0.0,0.0,79.0
19.0,20.0,1006.0,0.89,0.0,0.0,142.0
17.0,28.0,1006.0,4.02,0.0,0.0,44.0
-5.0,16.0,1017.0,6.26,0.0,0.0,64.0
22.0,32.0,1006.0,1.79,0.0,0.0,103.0
-8.0,-6.0,1030.0,6.23,0.0,0.0,459.0
17.0,27.0,1007.0,4.92,0.0,0.0,125.0
-3.0,17.0,1007.0,9.84,0.0,0.0,225.0
22.0,23.0,1006.0,24.14,0.0,13.0,49.0
15.0,25.0,1013.0,3.58,0.0,0.0,153.0
-16.0,-3.0,1026.0,0.89,0.0,0.0,12.0
0.0,6.0,1021.0,4.02,0.0,0.0,178.0
21.0,24.0,1003.0,5.37,0.0,0.0,73.0
4.0,8.0,1021.0,0.89,0.0,0.0,320.0
-27.0,-5.0,1027.0,177.45,0.0,0.0,14.0
-4.0,2.0,1014.0,6.71,0.0,0.0,241.0
3.0,10.0,1027.0,1.79,0.0,0.0,79.0
-6.0,-4.0,1031.0,1.79,0.0,0.0,87.0
10.0,15.0,1014.0,22.79,0.0,0.0,12.0
-8.0,1.0,1024.0,1.79,0.0,0.0,104.0
12.0,16.0,1025.0,0.89,0.0,0.0,54.0
-1.0,9.0,1010.0,1.79,0.0,0.0,178.0
-22.0,-1.0,1032.0,38.88,0.0,0.0,11.0
14.0,26.0,1008.0,34.87,0.0,0.0,57.0
14.0,16.0,1013.0,0.89,0.0,0.0,244.0
16.0,25.0,1013.0,3.13,0.0,0.0,94.0
1.0,24.0,1008.0,233.78,0.0,0.0,11.0
17.0,19.0,998.0,0.89,0.0,0.0,38.0
-1.0,14.0,1030.0,26.83,0.0,0.0,7.0
-14.0,10.0,1012.0,11.17,0.0,0.0,111.0
2.0,10.0,1012.0,1.79,0.0,0.0,15.0
-20.0,-7.0,1035.0,21.01,0.0,0.0,17.0
-7.0,-4.0,1031.0,0.89,0.0,0.0,290.0
16.0,31.0,1003.0,5.37,0.0,0.0,93.0
-20.0,-2.0,1031.0,40.23,0.0,0.0,19.0
-3.0,3.0,1022.0,0.45,0.0,0.0,26.0
15.0,18.0,1013.0,8.94,0.0,1.0,77.0
19.0,24.0,1007.0,0.89,0.0,0.0,80.0
-4.0,-2.0,1027.0,0.89,0.0,0.0,101.0
-7.0,15.0,1013.0,19.22,0.0,0.0,187.0
-8.0,12.0,1029.0,64.36,0.0,0.0,8.0
-14.0,6.0,1018.0,114.9,0.0,0.0,17.0
-6.0,0.0,1028.0,5.81,0.0,0.0,307.0
14.0,15.0,1014.0,10.74,0.0,0.0,248.0
12.0,24.0,1015.0,12.96,0.0,0.0,140.0
11.0,38.0,1004.0,3.13,0.0,0.0,15.0
-19.0,-5.0,1036.0,21.01,0.0,0.0,26.0
17.0,21.0,1011.0,27.73,0.0,0.0,102.0
-7.0,-1.0,1024.0,3.58,0.0,0.0,128.0
-19.0,-15.0,1027.0,21.9,0.0,0.0,106.0
-10.0,-8.0,1031.0,1.34,0.0,0.0,244.0
-12.0,-8.0,1013.0,5.81,0.0,0.0,128.0
-6.0,24.0,1007.0,72.41,0.0,0.0,12.0
14.0,24.0,1017.0,5.37,0.0,0.0,78.0
15.0,31.0,1003.0,23.25,0.0,0.0,44.0
20.0,26.0,1006.0,9.83,0.0,0.0,54.0
-7.0,-5.0,1032.0,1.79,0.0,0.0,106.0
14.0,24.0,1007.0,1.79,0.0,0.0,28.0
-15.0,20.0,1017.0,60.35,0.0,0.0,42.0
-2.0,11.0,1025.0,10.73,0.0,0.0,77.0
17.0,19.0,1015.0,2.68,0.0,0.0,61.0
-14.0,-7.0,1031.0,10.28,0.0,0.0,138.0
-7.0,-4.0,1028.0,39.35,7.0,0.0,94.0
-12.0,22.0,1002.0,118.45,0.0,0.0,27.0
-4.0,14.0,1028.0,1.79,0.0,0.0,8.0
16.0,21.0,1009.0,36.66,0.0,0.0,160.0
7.0,17.0,1001.0,1.79,0.0,0.0,58.0
-24.0,0.0,1028.0,14.76,0.0,0.0,25.0
-3.0,27.0,1000.0,150.62,0.0,0.0,27.0
0.0,0.0,1032.0,14.31,2.0,0.0,211.0
-2.0,9.0,1014.0,1.78,0.0,0.0,77.0
10.0,20.0,1010.0,4.92,0.0,0.0,234.0
-22.0,-11.0,1034.0,7.15,0.0,0.0,13.0
-17.0,18.0,1015.0,25.04,0.0,0.0,34.0
15.0,30.0,1006.0,73.77,0.0,0.0,126.0
8.0,15.0,1014.0,2.67,0.0,0.0,68.0
20.0,25.0,1011.0,31.29,0.0,0.0,54.0
17.0,23.0,1003.0,32.65,0.0,0.0,96.0
-13.0,11.0,1020.0,17.43,0.0,0.0,13.0
-21.0,-5.0,1035.0,3.13,0.0,0.0,22.0
0.0,8.0,1020.0,3.58,0.0,0.0,372.0
-20.0,-4.0,1029.0,518.55,0.0,0.0,20.0
-21.0,-9.0,1036.0,33.08,0.0,0.0,26.0
19.0,22.0,1005.0,1.78,0.0,0.0,169.0
-12.0,4.0,1023.0,76.44,0.0,0.0,7.0
-8.0,0.0,1035.0,203.91,0.0,0.0,11.0
-3.0,6.0,1025.0,1.79,0.0,0.0,143.0
-23.0,-10.0,1028.0,305.29,0.0,0.0,16.0
-5.0,6.0,1011.0,1.79,0.0,0.0,427.0
-29.0,17.0,1021.0,20.11,0.0,0.0,9.0
3.0,5.0,1002.0,1.79,0.0,0.0,245.0
-19.0,7.0,1025.0,80.92,0.0,0.0,24.0
-21.0,1.0,1019.0,193.55,0.0,0.0,19.0
20.0,31.0,1007.0,1.79,0.0,0.0,132.0
-22.0,-1.0,1032.0,23.25,0.0,0.0,20.0
24.0,28.0,1005.0,22.79,0.0,0.0,73.0
-16.0,-5.0,1030.0,1.79,0.0,0.0,34.0
-10.0,-6.0,1028.0,24.59,0.0,0.0,328.0
19.0,22.0,1008.0,8.5,0.0,0.0,104.0
-19.0,-13.0,1035.0,7.16,0.0,0.0,114.0
-1.0,8.0,1026.0,33.09,0.0,0.0,41.0
21.0,27.0,1002.0,33.52,0.0,0.0,145.0
17.0,29.0,999.0,18.77,0.0,0.0,12.0
7.0,24.0,1012.0,11.18,0.0,0.0,29.0
-25.0,2.0,1025.0,26.82,0.0,0.0,13.0
12.0,21.0,1012.0,42.47,0.0,0.0,103.0
22.0,29.0,1004.0,14.31,0.0,0.0,208.0
-19.0,-9.0,1032.0,28.17,0.0,0.0,50.0
-3.0,5.0,1022.0,3.57,0.0,0.0,143.0
16.0,32.0,1000.0,16.09,0.0,0.0,30.0
-1.0,3.0,1021.0,3.56,0.0,0.0,200.0
14.0,34.0,1004.0,3.13,0.0,0.0,83.0
-8.0,-4.0,1025.0,0.89,0.0,0.0,436.0
-6.0,-2.0,1040.0,0.45,0.0,0.0,29.0
-5.0,-2.0,1003.0,3.58,0.0,0.0,227.0
-20.0,-3.0,1033.0,88.95,0.0,0.0,18.0
19.0,26.0,1004.0,18.78,0.0,2.0,10.0
-13.0,27.0,1008.0,71.54,0.0,0.0,38.0
-8.0,23.0,1008.0,13.86,0.0,0.0,29.0
-4.0,19.0,1023.0,25.49,0.0,0.0,59.0
3.0,3.0,1017.0,0.89,0.0,0.0,73.0
-20.0,-6.0,1036.0,3.13,0.0,0.0,12.0
3.0,21.0,1016.0,0.89,0.0,0.0,82.0
21.0,22.0,1006.0,4.92,0.0,6.0,36.0
-3.0,6.0,1009.0,3.58,0.0,0.0,164.0
4.0,10.0,1009.0,1.79,0.0,0.0,64.0
13.0,17.0,1008.0,22.35,0.0,0.0,52.0
15.0,18.0,1016.0,1.78,0.0,0.0,142.0
-8.0,0.0,1035.0,209.28,0.0,0.0,12.0
9.0,21.0,1017.0,16.98,0.0,0.0,162.0
-21.0,-6.0,1028.0,2.23,0.0,0.0,74.0
3.0,14.0,1016.0,3.13,0.0,0.0,328.0
12.0,25.0,1011.0,2.68,0.0,0.0,54.0
-8.0,23.0,1008.0,38.0,0.0,0.0,95.0
16.0,19.0,1005.0,0.89,0.0,0.0,70.0
23.0,30.0,1009.0,44.26,0.0,0.0,105.0
-10.0,-5.0,1015.0,4.92,0.0,0.0,193.0
5.0,25.0,1016.0,8.94,0.0,0.0,41.0
-11.0,9.0,1017.0,8.94,0.0,0.0,32.0
17.0,25.0,1010.0,21.45,0.0,0.0,131.0
10.0,11.0,1011.0,0.45,0.0,0.0,363.0
-19.0,-11.0,1029.0,4.92,0.0,0.0,191.0
21.0,27.0,1004.0,23.7,0.0,0.0,123.0
-5.0,-3.0,1027.0,0.89,0.0,0.0,195.0
-9.0,-2.0,1021.0,1.78,0.0,0.0,236.0
17.0,22.0,1002.0,30.4,0.0,0.0,164.0
-16.0,-1.0,1033.0,67.5,0.0,0.0,20.0
24.0,34.0,1001.0,1.34,0.0,0.0,74.0
3.0,9.0,1024.0,12.96,0.0,0.0,16.0
-14.0,5.0,1025.0,150.65,0.0,0.0,8.0
20.0,22.0,1006.0,24.15,0.0,0.0,83.0
3.0,12.0,1021.0,95.21,0.0,0.0,143.0
18.0,20.0,1012.0,9.84,0.0,1.0,46.0
-8.0,-5.0,1025.0,27.71,0.0,0.0,164.0
-1.0,5.0,1008.0,1.79,0.0,0.0,224.0
1.0,7.0,1021.0,0.89,0.0,0.0,118.0
8.0,22.0,1005.0,152.0,0.0,0.0,20.0
19.0,23.0,1003.0,3.13,0.0,0.0,27.0
21.0,22.0,1004.0,57.23,0.0,0.0,98.0
18.0,30.0,1001.0,3.13,0.0,0.0,81.0
-23.0,-2.0,1029.0,37.99,0.0,0.0,16.0
-5.0,1.0,1028.0,8.05,0.0,0.0,335.0
-8.0,13.0,1028.0,6.26,0.0,0.0,59.0
14.0,19.0,1010.0,0.89,0.0,0.0,399.0
-14.0,-3.0,1034.0,91.64,0.0,0.0,14.0
-23.0,-13.0,1034.0,114.88,0.0,0.0,21.0
15.0,19.0,1014.0,4.92,0.0,0.0,21.0
21.0,22.0,1016.0,1.79,0.0,0.0,132.0
-6.0,8.0,1028.0,3.12,0.0,0.0,128.0
15.0,26.0,1009.0,11.18,0.0,0.0,99.0
11.0,32.0,1007.0,14.31,0.0,0.0,49.0
-10.0,3.0,1012.0,0.89,0.0,0.0,199.0
23.0,29.0,1004.0,3.13,0.0,0.0,141.0
-5.0,-1.0,1027.0,1.34,0.0,0.0,394.0
-8.0,-2.0,1020.0,0.89,0.0,0.0,209.0
8.0,17.0,1020.0,0.89,0.0,0.0,55.0
19.0,22.0,1002.0,41.57,0.0,0.0,50.0
-15.0,-8.0,1018.0,4.9,0.0,0.0,177.0
-11.0,8.0,1017.0,0.89,0.0,0.0,7.0
11.0,14.0,1010.0,6.26,0.0,0.0,36.0
1.0,10.0,1022.0,1.79,0.0,0.0,10.0
-9.0,7.0,1005.0,23.25,0.0,0.0,38.0
20.0,22.0,1006.0,2.67,0.0,0.0,87.0
-6.0,1.0,1030.0,14.3,0.0,0.0,333.0
9.0,11.0,1022.0,13.41,0.0,9.0,63.0
-6.0,-5.0,1028.0,4.02,0.0,0.0,284.0
-4.0,-2.0,1019.0,0.89,0.0,0.0,128.0
23.0,28.0,1005.0,76.01,0.0,0.0,194.0
14.0,32.0,1007.0,10.28,0.0,0.0,43.0
24.0,31.0,1007.0,0.89,0.0,0.0,202.0
6.0,11.0,1014.0,24.92,0.0,0.0,30.0
-11.0,-7.0,1018.0,0.89,0.0,0.0,230.0
21.0,21.0,1005.0,1.78,0.0,8.0,105.0
16.0,21.0,1009.0,1.79,0.0,0.0,111.0
-4.0,1.0,1018.0,4.47,0.0,0.0,171.0
20.0,26.0,1004.0,0.89,0.0,0.0,194.0
-6.0,16.0,1014.0,4.02,0.0,0.0,80.0
-22.0,3.0,1029.0,12.97,0.0,0.0,30.0
16.0,24.0,999.0,4.92,0.0,0.0,62.0
-2.0,8.0,1016.0,4.45,0.0,0.0,156.0
23.0,24.0,1007.0,7.16,0.0,0.0,116.0
-10.0,-2.0,1026.0,0.89,0.0,0.0,48.0
23.0,25.0,1008.0,3.13,0.0,0.0,198.0
7.0,10.0,1026.0,3.57,0.0,0.0,80.0
-21.0,2.0,1034.0,1.79,0.0,0.0,13.0
21.0,25.0,1007.0,44.27,0.0,0.0,92.0
-14.0,-5.0,1021.0,2.68,0.0,0.0,132.0
-14.0,14.0,1015.0,25.92,0.0,0.0,24.0
17.0,26.0,1004.0,3.13,0.0,0.0,44.0
0.0,3.0,1015.0,63.02,0.0,3.0,50.0
25.0,28.0,998.0,3.58,0.0,0.0,40.0
16.0,20.0,1014.0,15.2,0.0,0.0,168.0
-21.0,12.0,1022.0,3.58,0.0,0.0,18.0
4.0,5.0,1025.0,1.78,0.0,0.0,143.0
-8.0,12.0,1016.0,1.78,0.0,0.0,53.0
14.0,20.0,1006.0,1.78,0.0,0.0,63.0
-17.0,-3.0,1029.0,4.92,0.0,0.0,49.0
-8.0,-5.0,1030.0,1.79,0.0,0.0,229.0
-6.0,-4.0,1030.0,6.71,0.0,0.0,175.0
18.0,26.0,1016.0,2.68,0.0,0.0,49.0
12.0,26.0,1008.0,21.01,0.0,0.0,34.0
13.0,30.0,1004.0,3.13,0.0,0.0,97.0
3.0,4.0,1013.0,51.86,0.0,11.0,10.0
-29.0,1.0,1026.0,129.21,0.0,0.0,27.0
17.0,34.0,999.0,7.15,0.0,0.0,36.0
22.0,23.0,1002.0,0.89,0.0,7.0,56.0
-4.0,9.0,1016.0,64.82,0.0,0.0,34.0
-10.0,-4.0,1028.0,2.67,0.0,0.0,26.0
0.0,18.0,1020.0,3.57,0.0,0.0,31.0
18.0,32.0,1005.0,4.92,0.0,0.0,57.0
12.0,13.0,1017.0,0.89,0.0,0.0,135.0
16.0,20.0,1003.0,5.37,0.0,0.0,72.0
18.0,27.0,1000.0,2.67,0.0,0.0,79.0
15.0,20.0,1020.0,8.49,0.0,0.0,127.0
-6.0,-5.0,1019.0,0.89,0.0,0.0,388.0
12.0,13.0,1020.0,3.58,0.0,0.0,19.0
-11.0,2.0,1027.0,5.81,0.0,0.0,457.0
16.0,18.0,1011.0,53.64,0.0,10.0,12.0
-15.0,16.0,1020.0,11.18,0.0,0.0,19.0
24.0,34.0,996.0,21.0,0.0,0.0,189.0
19.0,21.0,1008.0,0.89,0.0,0.0,68.0
14.0,16.0,1011.0,45.58,0.0,0.0,130.0
-17.0,10.0,1020.0,81.36,0.0,0.0,16.0
-19.0,-2.0,1031.0,294.13,0.0,0.0,8.0
18.0,20.0,1002.0,11.17,0.0,0.0,35.0
-6.0,-1.0,1016.0,130.93,0.0,0.0,7.0
3.0,23.0,1020.0,30.4,0.0,0.0,24.0
-10.0,5.0,1021.0,79.12,0.0,0.0,11.0
20.0,23.0,1000.0,0.89,0.0,0.0,129.0
-15.0,5.0,1031.0,1.79,0.0,0.0,34.0
0.0,29.0,1010.0,3.58,0.0,0.0,87.0
15.0,17.0,1015.0,1.78,0.0,0.0,79.0
23.0,27.0,1001.0,9.84,0.0,0.0,91.0
19.0,21.0,1002.0,4.92,0.0,0.0,124.0
4.0,14.0,1015.0,0.89,0.0,0.0,68.0
13.0,14.0,1010.0,0.89,0.0,0.0,430.0
-23.0,-1.0,1034.0,331.7,0.0,0.0,13.0
21.0,23.0,1005.0,1.79,0.0,0.0,118.0
16.0,20.0,1009.0,12.96,0.0,0.0,17.0
4.0,7.0,1024.0,0.89,0.0,0.0,73.0
22.0,28.0,1001.0,1.79,0.0,0.0,232.0
-6.0,-3.0,1028.0,4.92,1.0,0.0,229.0
-1.0,15.0,1004.0,134.1,0.0,0.0,10.0
19.0,25.0,1013.0,0.89,0.0,0.0,58.0
12.0,13.0,1021.0,0.45,0.0,0.0,80.0
-14.0,10.0,1021.0,1.79,0.0,0.0,152.0
-18.0,-1.0,1033.0,64.36,0.0,0.0,21.0
-26.0,-8.0,1042.0,271.79,0.0,0.0,22.0
-19.0,-4.0,1026.0,2.68,0.0,0.0,31.0
24.0,25.0,1009.0,9.84,0.0,1.0,102.0
-13.0,-3.0,1022.0,4.92,0.0,0.0,50.0
4.0,20.0,1021.0,3.13,0.0,0.0,61.0
8.0,9.0,1017.0,8.5,0.0,0.0,28.0
22.0,24.0,1014.0,0.89,0.0,0.0,154.0
21.0,21.0,1005.0,3.56,0.0,0.0,39.0
24.0,26.0,1001.0,4.02,0.0,0.0,176.0
17.0,20.0,1014.0,3.58,0.0,0.0,114.0
22.0,27.0,997.0,15.66,0.0,0.0,399.0
1.0,6.0,1021.0,4.92,0.0,0.0,117.0
-9.0,-4.0,1034.0,13.86,0.0,0.0,69.0
18.0,23.0,1003.0,40.22,0.0,0.0,37.0
-17.0,-7.0,1035.0,58.55,0.0,0.0,21.0
-14.0,-2.0,1026.0,1.79,0.0,0.0,11.0
5.0,29.0,1002.0,77.78,0.0,0.0,9.0
19.0,21.0,1021.0,1.79,0.0,0.0,110.0
17.0,23.0,1012.0,0.89,0.0,0.0,44.0
-11.0,5.0,1027.0,2.68,0.0,0.0,75.0
-17.0,2.0,1024.0,433.14,0.0,0.0,13.0
-15.0,-8.0,1028.0,14.75,0.0,0.0,20.0
-3.0,1.0,1017.0,41.57,0.0,0.0,98.0
2.0,13.0,1017.0,4.91,0.0,0.0,169.0
-9.0,1.0,1031.0,4.46,0.0,0.0,152.0
19.0,22.0,1007.0,2.68,0.0,0.0,102.0
20.0,24.0,1008.0,0.89,0.0,0.0,63.0
18.0,21.0,1009.0,0.89,0.0,0.0,154.0
16.0,22.0,1009.0,4.46,0.0,0.0,99.0
22.0,32.0,1004.0,8.05,0.0,0.0,89.0
-13.0,-1.0,1029.0,0.89,0.0,0.0,27.0
15.0,16.0,1013.0,9.39,0.0,16.0,21.0
17.0,20.0,1016.0,1.79,0.0,0.0,26.0
14.0,20.0,1018.0,1.78,0.0,0.0,82.0
-4.0,16.0,1019.0,10.28,0.0,0.0,81.0
-4.0,3.0,1032.0,6.71,0.0,0.0,8.0
-2.0,0.0,1020.0,1.78,0.0,0.0,144.0
3.0,6.0,1025.0,1.34,0.0,0.0,259.0
-19.0,5.0,1022.0,0.89,0.0,0.0,41.0
20.0,24.0,1002.0,30.84,0.0,0.0,127.0
3.0,3.0,1014.0,22.36,0.0,0.0,183.0
-17.0,12.0,1023.0,3.13,0.0,0.0,54.0
-7.0,6.0,1019.0,11.18,0.0,0.0,145.0
-17.0,-2.0,1036.0,4.02,0.0,0.0,68.0
-26.0,0.0,1024.0,139.91,0.0,0.0,38.0
13.0,16.0,1017.0,0.89,0.0,0.0,101.0
-5.0,15.0,1016.0,156.46,0.0,0.0,19.0
