checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
A11,24.0,A31,A410,1358.0,A65,A75,4.0,A93,A101,3.0,A123,40.0,A142,A152,1.0,A174,1.0,A192,A201,2
A14,27.0,A32,A45,5190.0,A65,A75,4.0,A93,A101,4.0,A122,48.0,A143,A152,4.0,A173,2.0,A192,A201,1
A12,18.0,A34,A49,1887.0,A65,A73,4.0,A94,A101,4.0,A121,28.0,A141,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A42,1574.0,A61,A73,4.0,A93,A101,2.0,A121,50.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A33,A45,6204.0,A61,A73,2.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A172,2.0,A192,A201,1
A12,60.0,A33,A43,7418.0,A65,A73,1.0,A93,A101,1.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,A201,1
A11,21.0,A32,A40,3763.0,A65,A74,2.0,A93,A102,2.0,A121,24.0,A143,A152,1.0,A172,1.0,A191,A202,1
A14,9.0,A34,A42,2406.0,A61,A71,2.0,A93,A101,3.0,A123,31.0,A143,A152,1.0,A174,1.0,A191,A201,1
A12,36.0,A32,A41,6948.0,A61,A73,2.0,A93,A101,2.0,A123,35.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,12.0,A34,A42,1402.0,A63,A74,3.0,A92,A101,4.0,A123,37.0,A143,A151,1.0,A173,1.0,A192,A201,1
A12,36.0,A30,A49,1953.0,A61,A75,4.0,A93,A101,4.0,A124,61.0,A143,A153,1.0,A174,1.0,A192,A201,2
A11,47.0,A32,A40,10722.0,A61,A72,1.0,A92,A101,1.0,A121,35.0,A143,A152,1.0,A172,1.0,A192,A201,1
A12,21.0,A32,A42,3976.0,A65,A74,2.0,A93,A101,3.0,A123,35.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A32,A40,1355.0,A61,A72,3.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A172,1.0,A192,A201,2
A12,15.0,A34,A43,1537.0,A65,A75,4.0,A93,A103,4.0,A121,50.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,18.0,A34,A43,1800.0,A61,A73,4.0,A93,A101,2.0,A123,24.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,804.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A41,3850.0,A61,A74,3.0,A93,A101,1.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,6.0,A32,A46,1538.0,A61,A72,1.0,A92,A101,2.0,A124,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,522.0,A63,A75,4.0,A93,A101,4.0,A122,42.0,A143,A152,2.0,A173,2.0,A192,A201,1
A14,24.0,A32,A41,3488.0,A62,A74,3.0,A92,A101,4.0,A123,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A41,2812.0,A65,A75,2.0,A92,A101,4.0,A121,26.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,60.0,A33,A43,15653.0,A61,A74,2.0,A93,A101,4.0,A123,21.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,48.0,A31,A40,12169.0,A65,A71,4.0,A93,A102,4.0,A124,36.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,18.0,A34,A43,1098.0,A61,A71,4.0,A92,A101,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,1
A14,30.0,A34,A41,7596.0,A65,A75,1.0,A93,A101,4.0,A123,63.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,7865.0,A61,A75,4.0,A93,A101,4.0,A124,53.0,A143,A153,1.0,A174,1.0,A192,A201,2
A14,10.0,A32,A40,1597.0,A63,A73,3.0,A93,A101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202,1
A13,9.0,A32,A43,745.0,A61,A73,3.0,A92,A101,2.0,A121,28.0,A143,A152,1.0,A172,1.0,A191,A201,2
A11,36.0,A33,A46,6887.0,A61,A73,4.0,A93,A101,3.0,A122,29.0,A142,A152,1.0,A173,1.0,A192,A201,2
A14,18.0,A32,A42,3422.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A141,A152,3.0,A173,2.0,A192,A201,1
A12,24.0,A34,A49,1935.0,A61,A75,4.0,A91,A101,4.0,A121,31.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,21.0,A33,A42,1591.0,A62,A74,4.0,A93,A101,3.0,A121,34.0,A143,A152,2.0,A174,1.0,A191,A201,1
A14,6.0,A34,A43,1237.0,A62,A73,1.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,18.0,A34,A42,7374.0,A61,A71,4.0,A93,A101,4.0,A122,40.0,A142,A152,2.0,A174,1.0,A192,A201,1
A12,36.0,A32,A46,3711.0,A65,A73,2.0,A94,A101,2.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A49,1076.0,A61,A73,2.0,A94,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A202,1
A14,36.0,A34,A41,10477.0,A65,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,2.0,A173,1.0,A191,A201,1
A12,36.0,A32,A40,14318.0,A61,A75,4.0,A93,A101,2.0,A124,57.0,A143,A153,1.0,A174,1.0,A192,A201,2
A14,6.0,A34,A43,700.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A143,A153,2.0,A173,1.0,A191,A201,1
A12,39.0,A33,A46,11760.0,A62,A74,2.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,10.0,A34,A42,2069.0,A65,A73,2.0,A94,A101,1.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A202,1
A14,12.0,A32,A43,707.0,A61,A73,4.0,A93,A101,2.0,A121,30.0,A141,A152,2.0,A173,1.0,A191,A201,1
A12,12.0,A34,A44,1424.0,A61,A74,4.0,A93,A101,3.0,A122,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A41,2910.0,A61,A74,2.0,A93,A101,1.0,A124,34.0,A143,A153,1.0,A174,1.0,A192,A201,1
A11,12.0,A32,A42,2577.0,A61,A73,2.0,A91,A101,1.0,A123,42.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,9.0,A32,A43,458.0,A61,A73,4.0,A93,A101,3.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A40,1530.0,A61,A73,3.0,A93,A101,2.0,A122,32.0,A141,A152,2.0,A173,1.0,A191,A201,2
A14,18.0,A34,A43,1149.0,A64,A73,4.0,A93,A101,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,12.0,A34,A40,958.0,A61,A74,2.0,A93,A101,3.0,A121,47.0,A143,A152,2.0,A172,2.0,A191,A201,1
A14,10.0,A32,A41,2901.0,A65,A72,1.0,A92,A101,4.0,A121,31.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,12.0,A34,A43,3573.0,A61,A73,1.0,A92,A101,1.0,A121,23.0,A143,A152,1.0,A172,1.0,A191,A201,1
A11,6.0,A34,A43,1957.0,A61,A74,1.0,A92,A101,4.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A40,2303.0,A61,A75,4.0,A93,A102,1.0,A121,45.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A41,3229.0,A65,A71,2.0,A93,A101,4.0,A124,38.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,30.0,A32,A42,3441.0,A62,A73,2.0,A92,A102,4.0,A123,21.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,36.0,A32,A42,10974.0,A61,A71,4.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A174,1.0,A192,A201,2
A11,12.0,A32,A43,701.0,A61,A73,4.0,A94,A101,2.0,A121,40.0,A143,A152,1.0,A172,1.0,A191,A201,1
A13,18.0,A32,A40,1961.0,A61,A75,3.0,A92,A101,2.0,A123,23.0,A143,A152,1.0,A174,1.0,A191,A201,1
A13,12.0,A34,A40,1480.0,A63,A71,2.0,A93,A101,4.0,A124,66.0,A141,A153,3.0,A171,1.0,A191,A201,1
A14,9.0,A34,A46,1244.0,A65,A75,4.0,A92,A101,4.0,A122,41.0,A143,A151,2.0,A172,1.0,A191,A201,1
A12,10.0,A32,A40,7308.0,A61,A71,2.0,A93,A101,4.0,A124,70.0,A141,A153,1.0,A174,1.0,A192,A201,1
A14,18.0,A32,A42,1984.0,A61,A73,4.0,A93,A101,4.0,A124,47.0,A141,A153,2.0,A173,1.0,A191,A201,1
A11,24.0,A31,A42,2828.0,A63,A73,4.0,A93,A101,4.0,A121,22.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A32,A43,2394.0,A65,A73,4.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A40,1469.0,A62,A75,4.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A172,1.0,A191,A201,1
A11,24.0,A32,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A34,A40,1163.0,A63,A73,4.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A32,A40,1223.0,A61,A75,1.0,A91,A101,1.0,A121,46.0,A143,A151,2.0,A173,1.0,A191,A201,2
A11,15.0,A32,A40,2511.0,A61,A71,1.0,A92,A101,4.0,A123,23.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,21.0,A32,A42,2241.0,A61,A75,4.0,A93,A101,2.0,A121,50.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,9.0,A31,A40,1437.0,A62,A74,2.0,A93,A101,3.0,A124,29.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,9.0,A34,A40,1224.0,A61,A73,3.0,A93,A101,1.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A43,2223.0,A62,A75,4.0,A93,A101,4.0,A122,52.0,A141,A152,2.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,2359.0,A62,A71,1.0,A91,A101,1.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A32,A43,2171.0,A61,A72,2.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A40,1028.0,A61,A73,4.0,A92,A101,3.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,6.0,A32,A41,1352.0,A63,A71,1.0,A92,A101,2.0,A122,23.0,A143,A151,1.0,A171,1.0,A192,A201,1
A14,12.0,A34,A40,682.0,A62,A74,4.0,A92,A101,3.0,A123,51.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,24.0,A32,A40,915.0,A65,A75,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A32,A43,3059.0,A64,A74,2.0,A91,A101,4.0,A121,61.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,18.0,A30,A42,3244.0,A61,A73,1.0,A92,A101,4.0,A123,33.0,A141,A152,2.0,A173,1.0,A192,A201,1
A14,18.0,A33,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A43,2404.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,15.0,A32,A43,1444.0,A65,A72,4.0,A93,A101,1.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,45.0,A34,A41,4576.0,A62,A71,3.0,A93,A101,4.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A40,888.0,A61,A75,4.0,A93,A101,4.0,A123,41.0,A141,A152,1.0,A172,2.0,A191,A201,2
A12,36.0,A32,A43,2671.0,A62,A73,4.0,A92,A102,4.0,A124,50.0,A143,A153,1.0,A173,1.0,A191,A201,2
A11,24.0,A32,A40,1381.0,A65,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,21.0,A33,A49,2580.0,A63,A72,4.0,A93,A101,2.0,A121,41.0,A141,A152,1.0,A172,2.0,A191,A201,2
A11,12.0,A34,A42,2246.0,A61,A75,3.0,A93,A101,3.0,A122,60.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,24.0,A32,A43,2384.0,A61,A75,4.0,A93,A101,4.0,A121,64.0,A141,A151,1.0,A172,1.0,A191,A201,1
A12,45.0,A32,A43,3031.0,A62,A73,4.0,A93,A103,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,2
A12,12.0,A32,A43,2930.0,A61,A74,2.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A42,763.0,A61,A73,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,15.0,A34,A42,1478.0,A61,A75,4.0,A93,A101,4.0,A123,44.0,A143,A152,2.0,A173,2.0,A192,A201,1
A11,48.0,A34,A41,6143.0,A61,A75,4.0,A92,A101,4.0,A124,58.0,A142,A153,2.0,A172,1.0,A191,A201,2
A11,24.0,A34,A49,1382.0,A62,A74,4.0,A93,A101,1.0,A121,26.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,12.0,A32,A48,754.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,16.0,A34,A40,1175.0,A61,A71,2.0,A93,A101,3.0,A123,68.0,A143,A153,3.0,A171,1.0,A192,A201,1
A14,6.0,A34,A40,250.0,A64,A73,2.0,A92,A101,2.0,A121,41.0,A141,A152,2.0,A172,1.0,A191,A201,1
A11,18.0,A30,A49,3104.0,A61,A74,3.0,A93,A101,1.0,A122,31.0,A141,A152,1.0,A173,1.0,A192,A201,1
A14,6.0,A33,A49,1743.0,A62,A73,1.0,A93,A101,2.0,A121,34.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,12.0,A34,A46,2012.0,A65,A74,4.0,A92,A101,2.0,A123,61.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,6.0,A34,A42,1221.0,A65,A73,1.0,A94,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,3021.0,A61,A73,2.0,A91,A101,2.0,A121,24.0,A143,A151,1.0,A172,1.0,A191,A201,1
A14,15.0,A32,A43,3568.0,A61,A75,4.0,A92,A101,2.0,A123,54.0,A141,A151,1.0,A174,1.0,A192,A201,1
A11,15.0,A30,A40,950.0,A61,A75,4.0,A93,A101,3.0,A123,33.0,A143,A151,2.0,A173,2.0,A191,A201,2
A12,30.0,A33,A49,2503.0,A62,A75,4.0,A93,A101,2.0,A122,41.0,A142,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A32,A42,2515.0,A61,A73,3.0,A93,A101,4.0,A121,43.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,18.0,A30,A40,2278.0,A62,A72,3.0,A92,A101,3.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,36.0,A32,A42,9034.0,A62,A72,4.0,A93,A102,1.0,A124,29.0,A143,A151,1.0,A174,1.0,A192,A201,2
A11,15.0,A34,A42,1433.0,A61,A73,4.0,A92,A101,3.0,A122,25.0,A143,A151,2.0,A173,1.0,A191,A201,1
A12,27.0,A30,A49,8318.0,A61,A75,2.0,A92,A101,4.0,A124,42.0,A143,A153,2.0,A174,1.0,A192,A201,2
A12,48.0,A31,A49,3566.0,A62,A74,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A32,A41,8133.0,A61,A73,1.0,A92,A101,2.0,A122,30.0,A141,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A31,A48,339.0,A61,A75,4.0,A94,A101,1.0,A123,45.0,A141,A152,1.0,A172,1.0,A191,A201,1
A14,36.0,A34,A41,5842.0,A61,A75,2.0,A93,A101,2.0,A122,35.0,A143,A152,2.0,A173,2.0,A192,A201,1
A14,24.0,A34,A41,3868.0,A61,A75,4.0,A92,A101,2.0,A123,41.0,A143,A151,2.0,A174,1.0,A192,A201,1
A14,24.0,A32,A41,2603.0,A64,A73,2.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A192,A201,1
A12,18.0,A32,A40,1042.0,A65,A73,4.0,A92,A101,2.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,18.0,A32,A43,1345.0,A61,A73,4.0,A94,A101,3.0,A121,26.0,A141,A152,1.0,A173,1.0,A191,A201,2
A14,48.0,A34,A46,6110.0,A61,A73,1.0,A93,A101,3.0,A124,31.0,A141,A153,1.0,A173,1.0,A192,A201,1
A14,12.0,A34,A40,1255.0,A61,A75,4.0,A93,A101,4.0,A121,61.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,24.0,A32,A43,3181.0,A61,A72,4.0,A92,A101,4.0,A122,26.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A32,A40,1168.0,A61,A73,4.0,A94,A101,3.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,A201,1
A13,18.0,A32,A43,2100.0,A61,A73,4.0,A93,A102,2.0,A121,37.0,A142,A152,1.0,A173,1.0,A191,A201,2
A11,11.0,A34,A40,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,A201,1
A14,24.0,A34,A41,4042.0,A65,A74,3.0,A93,A101,4.0,A122,43.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,24.0,A32,A43,3660.0,A61,A73,2.0,A92,A101,4.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,2331.0,A65,A75,1.0,A93,A102,4.0,A121,49.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,18.0,A32,A42,3650.0,A61,A72,1.0,A92,A101,4.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,12.0,A34,A40,4843.0,A61,A75,3.0,A93,A102,4.0,A122,43.0,A143,A151,2.0,A173,1.0,A192,A201,2
A11,48.0,A30,A42,7119.0,A61,A73,3.0,A93,A101,4.0,A124,53.0,A143,A153,2.0,A173,2.0,A191,A201,2
A11,36.0,A32,A40,3249.0,A61,A74,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,A174,2.0,A192,A201,1
A12,36.0,A32,A45,2384.0,A61,A72,4.0,A93,A101,1.0,A124,33.0,A143,A151,1.0,A172,1.0,A191,A201,2
A11,10.0,A34,A40,2241.0,A61,A72,1.0,A93,A101,3.0,A121,48.0,A143,A151,2.0,A172,2.0,A191,A202,1
A14,24.0,A34,A40,1287.0,A64,A75,4.0,A92,A101,4.0,A121,37.0,A143,A152,2.0,A173,1.0,A192,A201,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A43,2439.0,A61,A72,4.0,A92,A101,4.0,A121,35.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,36.0,A31,A44,3990.0,A65,A72,3.0,A92,A101,2.0,A124,29.0,A141,A152,1.0,A171,1.0,A191,A201,1
A12,48.0,A30,A49,14421.0,A61,A73,2.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,24.0,A32,A40,1246.0,A61,A72,4.0,A93,A101,2.0,A121,23.0,A142,A152,1.0,A172,1.0,A191,A201,2
A12,7.0,A32,A43,2415.0,A61,A73,3.0,A93,A103,2.0,A121,34.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,3077.0,A61,A73,2.0,A93,A101,4.0,A123,52.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,30.0,A32,A42,3108.0,A61,A72,2.0,A91,A101,4.0,A122,31.0,A143,A152,1.0,A172,1.0,A191,A201,2
A12,42.0,A34,A49,5954.0,A61,A74,2.0,A92,A101,1.0,A121,41.0,A141,A152,2.0,A172,1.0,A191,A201,1
A11,36.0,A32,A40,1842.0,A61,A72,4.0,A92,A101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,18.0,A32,A44,1217.0,A61,A73,4.0,A94,A101,3.0,A121,47.0,A143,A152,1.0,A172,1.0,A192,A201,2
A12,54.0,A30,A49,15945.0,A61,A72,3.0,A93,A101,4.0,A124,58.0,A143,A151,1.0,A173,1.0,A192,A201,2
A12,24.0,A32,A43,1967.0,A61,A75,4.0,A92,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A34,A41,7758.0,A64,A75,2.0,A92,A101,4.0,A124,29.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,36.0,A34,A42,2348.0,A61,A73,3.0,A94,A101,2.0,A122,46.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,24.0,A31,A42,3349.0,A63,A72,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,2.0,A192,A201,2
A11,12.0,A32,A46,1200.0,A65,A73,4.0,A92,A101,4.0,A122,23.0,A141,A151,1.0,A173,1.0,A192,A201,1
A13,15.0,A34,A43,1271.0,A65,A73,3.0,A93,A101,4.0,A124,39.0,A143,A153,2.0,A173,1.0,A192,A201,2
A11,18.0,A31,A43,1940.0,A61,A72,3.0,A93,A102,4.0,A124,36.0,A141,A153,1.0,A174,1.0,A192,A201,1
A12,11.0,A32,A42,1577.0,A64,A72,4.0,A92,A101,1.0,A121,20.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A46,1864.0,A62,A73,4.0,A92,A101,2.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,12.0,A32,A43,6468.0,A65,A71,2.0,A93,A101,1.0,A124,52.0,A143,A152,1.0,A174,1.0,A192,A201,2
A14,15.0,A32,A42,2221.0,A63,A73,2.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A42,1817.0,A61,A73,4.0,A92,A101,2.0,A124,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,18.0,A32,A43,1882.0,A61,A73,4.0,A92,A101,4.0,A123,25.0,A141,A151,2.0,A173,1.0,A191,A201,2
A14,15.0,A32,A40,3186.0,A64,A74,2.0,A92,A101,3.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,1262.0,A61,A73,3.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A42,1845.0,A61,A72,4.0,A92,A103,1.0,A122,46.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A42,1592.0,A64,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A202,1
A12,15.0,A32,A43,802.0,A61,A75,4.0,A93,A101,3.0,A123,37.0,A143,A152,1.0,A173,2.0,A191,A201,2
A12,11.0,A33,A43,4771.0,A61,A74,2.0,A93,A101,4.0,A122,51.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,42.0,A32,A43,7166.0,A65,A74,2.0,A94,A101,4.0,A122,29.0,A143,A151,1.0,A173,1.0,A192,A201,1
A13,12.0,A33,A40,2247.0,A61,A73,2.0,A92,A101,2.0,A123,36.0,A142,A152,2.0,A173,1.0,A192,A201,1
A14,9.0,A34,A46,936.0,A63,A75,4.0,A93,A101,2.0,A123,52.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,36.0,A34,A40,3535.0,A61,A74,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,18.0,A32,A43,1505.0,A61,A73,4.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,48.0,A34,A43,3578.0,A65,A75,4.0,A93,A101,1.0,A121,47.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A32,A43,3092.0,A62,A72,3.0,A94,A101,2.0,A123,22.0,A143,A151,1.0,A173,1.0,A192,A201,2
A14,12.0,A32,A43,2141.0,A62,A74,3.0,A93,A101,1.0,A124,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,6.0,A34,A40,4716.0,A65,A72,1.0,A93,A101,3.0,A121,44.0,A143,A152,2.0,A172,2.0,A191,A201,1
A12,9.0,A34,A46,1136.0,A64,A75,4.0,A93,A101,3.0,A124,32.0,A143,A153,2.0,A173,2.0,A191,A201,2
A14,24.0,A32,A43,3621.0,A62,A75,2.0,A93,A101,4.0,A123,31.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,12.0,A34,A49,1264.0,A65,A75,4.0,A93,A101,4.0,A124,57.0,A143,A151,1.0,A172,1.0,A191,A201,1
A12,12.0,A32,A41,2028.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,24.0,A32,A42,3069.0,A62,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,1.0,A191,A201,1
A12,24.0,A31,A46,1837.0,A61,A74,4.0,A92,A101,4.0,A124,34.0,A141,A153,1.0,A172,1.0,A191,A201,2
A12,18.0,A32,A43,3213.0,A63,A72,1.0,A94,A101,3.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,6.0,A32,A42,1543.0,A64,A73,4.0,A91,A101,2.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,21.0,A34,A46,2319.0,A61,A72,2.0,A91,A101,1.0,A123,33.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,15.0,A33,A42,960.0,A64,A74,3.0,A92,A101,2.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,6.0,A30,A40,1204.0,A62,A73,4.0,A93,A101,1.0,A124,35.0,A141,A151,1.0,A173,1.0,A191,A202,1
A12,6.0,A32,A43,1068.0,A61,A75,4.0,A93,A101,4.0,A123,28.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,18.0,A34,A40,2775.0,A61,A74,2.0,A93,A101,2.0,A122,31.0,A141,A152,2.0,A173,1.0,A191,A201,2
A14,24.0,A32,A49,4591.0,A64,A73,2.0,A93,A101,3.0,A122,54.0,A143,A152,3.0,A174,1.0,A192,A201,2
A14,36.0,A33,A42,7678.0,A63,A74,2.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,39.0,A34,A43,4933.0,A61,A74,2.0,A93,A103,2.0,A121,25.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,6.0,A32,A44,1338.0,A63,A73,1.0,A91,A101,4.0,A121,62.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,14.0,A33,A40,802.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,1
A12,6.0,A32,A43,484.0,A61,A74,3.0,A94,A103,3.0,A121,28.0,A141,A152,1.0,A172,1.0,A191,A201,1
A13,36.0,A32,A43,4473.0,A61,A75,4.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
