 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares,data_channel,weekday
622.0,11.0,175.0,0.7093023,1.0,0.8367347,6.0,4.0,0.0,1.0,4.428571,5.0,4.0,5100.0,1218.4,17600.0,690400.0,297760.0,3084.5894,11350.0,5325.3506,5100.0,17600.0,11350.0,0.040000495,0.63022536,0.040000588,0.24977331,0.04000024,0.5,0.225,0.022857143,0.0,1.0,0.0,0.28125,0.0625,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1400,1,4
233.0,9.0,519.0,0.5260116,1.0,0.7627737,3.0,1.0,2.0,0.0,4.3757224,5.0,-1.0,909.0,286.2,4300.0,843300.0,277460.0,1698.5625,12131.182,4938.0835,1800.0,1800.0,1800.0,0.04000035,0.040893387,0.040000837,0.8391052,0.040000245,0.48839536,0.013886586,0.030828517,0.028901733,0.516129,0.48387095,0.38384742,0.1,0.9,-0.36259258,-0.5,-0.15555556,0.0,0.0,0.5,0.0,704,1,1
510.0,13.0,192.0,0.7068063,1.0,0.80799997,6.0,0.0,0.0,1.0,4.65625,9.0,4.0,1200.0,289.66666,1200.0,843300.0,121088.89,1200.0,3252.5322,2347.7021,0.0,0.0,0.0,0.02222264,0.02222258,0.91110945,0.022222424,0.022222923,0.5182765,0.2068892,0.041666668,0.010416667,0.8,0.2,0.44346592,0.13636364,1.0,-0.11875,-0.1875,-0.05,0.35416666,0.0625,0.14583333,0.0625,4700,5,4
726.0,7.0,935.0,0.44902387,1.0,0.5735294,31.0,31.0,20.0,0.0,4.730481,5.0,217.0,217.0,217.0,0.0,37400.0,17740.0,0.0,2414.013,1533.2981,396.0,28300.0,5335.6,0.04000059,0.04068509,0.240066,0.040000368,0.63924795,0.5143332,0.28713402,0.08128342,0.014973262,0.84444445,0.15555556,0.4233658,0.1,1.0,-0.23095238,-0.5,-0.05,0.5,0.5,0.0,0.5,1300,4,5
37.0,10.0,548.0,0.5169173,1.0,0.6735905,7.0,2.0,3.0,0.0,4.998175,10.0,-1.0,1800.0,466.75,0.0,843300.0,151280.0,0.0,8254.591,2819.2542,2000.0,2000.0,2000.0,0.47702673,0.020001534,0.2628059,0.02000092,0.2201649,0.46685898,0.09179945,0.05656934,0.018248174,0.75609756,0.24390244,0.29237327,0.0625,1.0,-0.385,-1.0,-0.05,0.5,0.0625,0.0,0.0625,2300,5,1
94.0,11.0,1078.0,0.36037737,1.0,0.5227656,3.0,3.0,9.0,4.0,4.0797772,6.0,-1.0,330.0,108.4,0.0,843300.0,221733.33,0.0,3741.3232,2409.7847,1300.0,3900.0,2600.0,0.033334605,0.865695,0.03333426,0.03430221,0.033333916,0.54740196,0.17807423,0.050092764,0.023191094,0.6835443,0.3164557,0.45674604,0.1,1.0,-0.37069046,-0.5,-0.05,0.75,-0.45,0.25,0.45,8200,1,0
692.0,12.0,77.0,0.8181818,1.0,0.8490566,3.0,0.0,0.0,2.0,4.4415584,7.0,217.0,639.0,370.0,0.0,69100.0,38214.285,0.0,2961.9138,2291.8855,0.0,0.0,0.0,0.17738144,0.028650787,0.028587252,0.73680544,0.028575102,0.40642858,0.027142856,0.025974026,0.012987013,0.6666667,0.33333334,0.425,0.35,0.5,-0.71428573,-0.71428573,-0.71428573,0.0,0.0,0.5,0.0,764,0,4
205.0,11.0,464.0,0.33184856,1.0,0.4065934,4.0,4.0,13.0,0.0,4.0603447,10.0,-1.0,603.0,268.0,1900.0,843300.0,197970.0,1180.0,5515.246,3555.1458,4700.0,4700.0,4700.0,0.020460356,0.020012876,0.020056335,0.020068716,0.9194017,0.3077862,-0.021506734,0.015086207,0.0064655175,0.7,0.3,0.38682747,0.13636364,0.5,-0.45185184,-1.0,-0.15555556,0.0,0.0,0.5,0.0,5200,4,1
302.0,12.0,469.0,0.54788417,1.0,0.69550174,14.0,5.0,1.0,0.0,4.89339,7.0,-1.0,666.0,228.14285,1300.0,843300.0,352228.56,784.0,4352.207,2632.8333,450.0,30200.0,10849.6,0.028709324,0.29906777,0.61421996,0.029389184,0.028613774,0.4661905,0.135,0.042643923,0.012793177,0.7692308,0.23076923,0.32333332,0.1,1.0,-0.2625,-0.5,-0.05,0.5,0.5,0.0,0.5,3100,5,2
69.0,9.0,1113.0,0.4070397,1.0,0.65467626,4.0,1.0,0.0,2.0,4.178796,9.0,-1.0,0.0,-1.0,0.0,843300.0,185688.89,0.0,4331.597,2015.9254,27500.0,27500.0,27500.0,0.02222401,0.79987866,0.13332357,0.022255033,0.022318743,0.4918835,0.09999597,0.04492363,0.022461815,0.6666667,0.33333334,0.38133767,0.05,1.0,-0.33735713,-1.0,-0.05,0.5,0.3,0.0,0.3,1500,1,4
314.0,9.0,258.0,0.53815264,1.0,0.6402439,10.0,2.0,0.0,9.0,5.1589146,8.0,-1.0,3400.0,495.74,0.0,843300.0,553775.0,0.0,7595.101,4366.135,1000.0,3400.0,2200.0,0.025021004,0.1676508,0.02500109,0.7573206,0.025006516,0.42458335,0.24458334,0.0503876,0.007751938,0.8666667,0.13333334,0.43205127,0.1,1.0,-0.3625,-0.6,-0.125,0.25,0.25,0.25,0.25,906,0,4
50.0,15.0,669.0,0.459375,1.0,0.6488764,13.0,0.0,2.0,0.0,4.0403585,8.0,-1.0,962.0,283.375,1000.0,843300.0,245687.5,981.0,5114.8115,2871.3083,0.0,0.0,0.0,0.025000421,0.025000395,0.47239277,0.025030397,0.452576,0.4540042,0.09900595,0.040358745,0.023916293,0.627907,0.37209302,0.33168352,0.1,0.9,-0.22873265,-0.6,-0.05,0.45454547,0.13636364,0.045454547,0.13636364,7300,5,2
513.0,12.0,325.0,0.62580645,1.0,0.74407583,13.0,5.0,1.0,0.0,4.716923,10.0,4.0,805.0,251.125,0.0,843300.0,222570.0,0.0,3885.2742,1992.718,387.0,387.0,387.0,0.02070839,0.020031244,0.91912556,0.020132976,0.020001858,0.3986093,0.10024351,0.036923077,0.006153846,0.85714287,0.14285715,0.20110029,0.033333335,0.5,-0.1875,-0.25,-0.125,0.06666667,0.033333335,0.43333334,0.033333335,1100,5,1
499.0,8.0,664.0,0.49918962,1.0,0.6492147,21.0,3.0,16.0,0.0,4.240964,7.0,4.0,676.0,332.7143,618.0,843300.0,184459.72,618.0,3254.7778,2315.1729,759.0,759.0,759.0,0.028572254,0.12355675,0.028572153,0.028571721,0.79072714,0.5637417,0.31140187,0.060240965,0.013554217,0.81632656,0.18367347,0.44814125,0.1,1.0,-0.19783951,-0.4,-0.125,0.0,0.0,0.5,0.0,16300,4,1
413.0,8.0,135.0,0.73134327,1.0,0.8765432,4.0,4.0,1.0,1.0,4.562963,10.0,4.0,2000.0,374.0,4900.0,843300.0,139820.0,1965.8661,6873.826,3990.9797,958.0,19700.0,10329.0,0.020639062,0.21950312,0.020022742,0.31165314,0.42818192,0.6365,0.2485,0.05185185,0.022222223,0.7,0.3,0.5157143,0.16,1.0,-0.375,-0.5,-0.3125,0.0,0.0,0.5,0.0,701,0,3
135.0,9.0,104.0,0.7738095,1.0,0.8490566,5.0,3.0,0.0,20.0,4.019231,7.0,-1.0,330.0,126.333336,0.0,843300.0,423900.0,0.0,7567.894,4383.738,2900.0,3500.0,3200.0,0.029289132,0.02858414,0.028729768,0.88482475,0.028572187,0.55123967,0.18112947,0.07692308,0.01923077,0.8,0.2,0.28030303,0.1,0.5,-0.125,-0.2,-0.05,0.72727275,0.3181818,0.22727273,0.3181818,8800,0,1
698.0,9.0,253.0,0.7051793,1.0,0.86419755,7.0,3.0,0.0,0.0,4.936759,10.0,217.0,8500.0,1524.5,0.0,69100.0,18356.8,0.0,8500.0,2605.6104,8000.0,8000.0,8000.0,0.020169148,0.21304046,0.24099267,0.020492734,0.505305,0.38295454,0.15265152,0.05533597,0.007905139,0.875,0.125,0.28988096,0.033333335,0.6,-0.3,-0.4,-0.2,0.0,0.0,0.5,0.0,7300,4,5
645.0,13.0,146.0,0.5955882,1.0,0.71794873,4.0,2.0,1.0,0.0,4.3561645,5.0,4.0,469.0,248.0,0.0,617900.0,152020.0,0.0,3379.3,2650.7146,0.0,0.0,0.0,0.040265713,0.24038793,0.040126447,0.040000696,0.6392192,0.48347107,0.1768595,0.061643835,0.006849315,0.9,0.1,0.23468013,0.13636364,0.4,-0.16666667,-0.16666667,-0.16666667,0.45454547,0.13636364,0.045454547,0.13636364,4800,4,2
52.0,14.0,769.0,0.420026,1.0,0.627451,17.0,2.0,1.0,0.0,4.70091,6.0,-1.0,1100.0,309.66666,27700.0,843300.0,315333.34,3159.5242,5116.933,3986.809,0.0,0.0,0.0,0.8666665,0.033333413,0.033333372,0.03333337,0.03333336,0.40835443,0.22247253,0.055916775,0.010403121,0.84313726,0.15686275,0.37796235,0.033333335,1.0,-0.15729167,-0.25,-0.05,0.18333334,0.51666665,0.31666666,0.51666665,2000,2,0
390.0,9.0,335.0,0.5714286,1.0,0.71573603,5.0,2.0,1.0,1.0,4.5014925,10.0,-1.0,2400.0,517.7778,0.0,843300.0,153140.0,0.0,5742.133,3041.6484,1000.0,12400.0,6700.0,0.49675217,0.11926217,0.020002512,0.020076355,0.3439068,0.63156885,0.05839711,0.03880597,0.026865672,0.59090906,0.4090909,0.5075092,0.1,0.8,-0.51805556,-0.6666667,-0.1,0.0,0.0,0.5,0.0,3100,4,5
319.0,11.0,897.0,0.467279,1.0,0.6391382,13.0,9.0,10.0,1.0,4.5841694,10.0,-1.0,951.0,329.4,10800.0,843300.0,246520.0,2079.6,6990.815,3602.2585,420.0,9500.0,3150.0,0.119900145,0.020435715,0.32423997,0.51515126,0.020272925,0.44979134,0.17452297,0.04347826,0.013377926,0.7647059,0.23529412,0.40573427,0.1,1.0,-0.27534723,-0.5,-0.0125,0.0,0.0,0.5,0.0,859,1,6
414.0,11.0,779.0,0.45244217,1.0,0.63414633,7.0,3.0,1.0,0.0,4.5391526,10.0,4.0,1400.0,502.75,0.0,843300.0,115370.0,0.0,4237.5,2331.4458,3400.0,3400.0,3400.0,0.020273603,0.418521,0.020005671,0.020002838,0.5211969,0.49124965,0.12092677,0.037227213,0.014120667,0.725,0.275,0.3559561,0.1,0.85,-0.27815658,-0.7,-0.1,0.64285713,0.21428572,0.14285715,0.21428572,1600,4,2
29.0,9.0,1543.0,0.36543536,1.0,0.5452463,2.0,2.0,5.0,0.0,4.9086194,9.0,-1.0,474.0,99.75,0.0,843300.0,212566.67,0.0,3399.3313,1683.7993,0.0,0.0,0.0,0.022223169,0.1333976,0.46979627,0.022222687,0.35236028,0.41478175,-0.059081197,0.018794555,0.022034997,0.46031746,0.53968257,0.35229886,0.05,1.0,-0.40915033,-1.0,-0.05,0.6875,-0.3125,0.1875,0.3125,519,5,2
692.0,13.0,1695.0,0.352347,1.0,0.52708334,5.0,5.0,20.0,1.0,4.326254,10.0,217.0,1900.0,492.8889,0.0,69100.0,21830.0,0.0,2834.173,1992.3221,1300.0,3400.0,2350.0,0.02005453,0.020038983,0.020000512,0.02006043,0.9198455,0.43045536,0.18994437,0.04719764,0.017699115,0.72727275,0.27272728,0.48366275,0.033333335,1.0,-0.22701058,-0.7,-0.071428575,0.0,0.0,0.5,0.0,755,4,4
715.0,7.0,763.0,0.52925533,1.0,0.7410714,33.0,0.0,1.0,0.0,4.706422,5.0,217.0,761.0,503.25,0.0,51900.0,22400.0,0.0,4197.6855,1955.2404,0.0,0.0,0.0,0.6360461,0.040032223,0.24346061,0.04045564,0.04000543,0.52143,0.17245996,0.057667103,0.015727391,0.78571427,0.21428572,0.37224,0.033333335,1.0,-0.31666666,-0.875,-0.05,0.125,0.0,0.375,0.0,2100,3,2
422.0,10.0,624.0,0.5288303,1.0,0.6915167,21.0,3.0,10.0,0.0,4.5528846,10.0,4.0,471.0,196.66667,0.0,843300.0,244050.0,0.0,8584.485,4205.3857,14400.0,46000.0,30200.0,0.020328207,0.020011835,0.020050986,0.46764475,0.4719642,0.44005805,0.07221402,0.048076924,0.033653848,0.5882353,0.4117647,0.4305772,0.1,1.0,-0.3611678,-0.8,-0.125,0.0,0.0,0.5,0.0,1800,0,1
244.0,10.0,703.0,0.52915454,1.0,0.7026379,10.0,0.0,1.0,0.0,4.4992886,10.0,-1.0,382.0,145.25,0.0,843300.0,133967.4,0.0,3818.5613,1976.986,0.0,0.0,0.0,0.1200603,0.020430282,0.22127028,0.6182375,0.020001657,0.4017454,0.05606868,0.03556188,0.022759601,0.6097561,0.3902439,0.38045454,0.1,1.0,-0.32764137,-1.0,-0.071428575,0.0,0.0,0.5,0.0,821,1,4
266.0,8.0,887.0,0.43295455,1.0,0.61403507,13.0,0.0,1.0,0.0,5.0586247,7.0,-1.0,954.0,199.2,0.0,843300.0,180385.72,0.0,3901.311,1970.9678,0.0,0.0,0.0,0.028576713,0.17287008,0.51569945,0.028575992,0.25427777,0.4776894,0.10843698,0.034949265,0.014656144,0.70454544,0.29545453,0.27635667,0.1,1.0,-0.17371795,-0.4,-0.1,0.0,0.0,0.5,0.0,1000,5,3
358.0,7.0,731.0,0.43448275,1.0,0.6595174,12.0,0.0,1.0,0.0,4.514364,6.0,-1.0,1400.0,338.33334,8800.0,843300.0,348650.0,3492.2783,5135.1587,4317.7275,0.0,0.0,0.0,0.86602443,0.03333754,0.033334706,0.03341763,0.03388569,0.48359868,0.16779733,0.061559506,0.021887826,0.73770493,0.26229507,0.36746514,0.033333335,1.0,-0.22708334,-0.7,-0.05,0.0,0.0,0.5,0.0,1200,0,2
310.0,14.0,251.0,0.70258623,1.0,0.7873563,4.0,3.0,19.0,1.0,4.426295,8.0,-1.0,653.0,209.2725,3400.0,843300.0,476575.0,1627.762,7546.7017,4574.343,1600.0,1600.0,1600.0,0.025000108,0.025027772,0.025000053,0.89995706,0.025015026,0.5660777,0.0660025,0.047808766,0.023904383,0.6666667,0.33333334,0.35777777,0.1,0.6,-0.4232143,-0.6,-0.125,0.8,0.0,0.3,0.0,1300,0,1
259.0,11.0,1018.0,0.483,1.0,0.66774714,21.0,3.0,9.0,0.0,4.9214144,10.0,-1.0,287.0,109.8,11000.0,843300.0,232230.0,2491.9473,7340.7144,4002.418,4200.0,4200.0,4200.0,0.020158561,0.020113017,0.0201069,0.1816756,0.7579459,0.47989157,0.0655406,0.03929273,0.019646365,0.6666667,0.33333334,0.3305414,0.033333335,0.8,-0.38930556,-1.0,-0.05,0.0,0.0,0.5,0.0,3500,0,3
366.0,12.0,1945.0,0.4178082,1.0,0.57804877,31.0,29.0,35.0,1.0,4.592288,9.0,-1.0,925.0,195.0,7300.0,843300.0,186944.44,1929.1927,4500.8745,2996.939,474.0,7800.0,2379.3928,0.022287047,0.022227863,0.022241758,0.022230929,0.9110124,0.45702657,0.1473939,0.038046274,0.012339331,0.75510204,0.24489796,0.3574719,0.05,1.0,-0.22398314,-0.6,-0.025,0.68095237,0.33809525,0.18095239,0.33809525,1900,4,1
360.0,12.0,280.0,0.5323741,1.0,0.6256983,27.0,3.0,20.0,1.0,5.2785716,10.0,-1.0,647.0,226.6,8700.0,843300.0,316470.0,3531.5,9775.574,5943.899,9200.0,9200.0,9200.0,0.020316219,0.020007433,0.020066105,0.91958255,0.02002772,0.548718,0.30641025,0.03214286,0.007142857,0.8181818,0.18181819,0.6425926,0.25,1.0,-0.23333333,-0.33333334,-0.13333334,0.0,0.0,0.5,0.0,2400,0,0
14.0,10.0,392.0,0.5093333,1.0,0.62916666,18.0,4.0,1.0,0.0,4.9005103,6.0,-1.0,518.0,136.16667,8400.0,843300.0,270533.34,1793.1794,3388.1448,2480.1782,1000.0,1300.0,1150.0,0.033333924,0.5343153,0.20033054,0.033334706,0.19868557,0.40493244,0.049244065,0.033163264,0.020408163,0.61904764,0.3809524,0.2062937,0.1,0.5,-0.21031746,-0.7,-0.05,0.39444444,-0.009595959,0.10555556,0.009595959,2400,4,3
525.0,12.0,171.0,0.7218935,1.0,0.8220339,5.0,4.0,1.0,1.0,5.1695905,10.0,4.0,819.0,296.6,819.0,843300.0,134243.8,819.0,4285.5,2571.808,942.0,966.0,954.0,0.11086864,0.8289609,0.020061694,0.020108161,0.02000061,0.34047619,0.13035715,0.01754386,0.0058479533,0.75,0.25,0.37142858,0.21428572,0.5,-0.071428575,-0.071428575,-0.071428575,0.0,0.0,0.5,0.0,974,1,3
198.0,12.0,393.0,0.6069519,1.0,0.6949807,19.0,4.0,1.0,1.0,4.720102,10.0,-1.0,378.0,135.0,0.0,843300.0,209510.0,0.0,3821.129,2070.697,1400.0,20700.0,14266.667,0.020693108,0.020245202,0.9187163,0.020343991,0.02000139,0.41619304,0.12568484,0.04071247,0.020356234,0.6666667,0.33333334,0.35193452,0.033333335,0.7,-0.29600695,-0.625,-0.1,0.56666666,0.6333333,0.06666667,0.6333333,1800,3,1
240.0,10.0,879.0,0.46943483,1.0,0.64074075,13.0,5.0,1.0,0.0,5.0455065,6.0,-1.0,606.0,142.6,0.0,843300.0,289033.34,0.0,5078.4443,2727.4297,3000.0,18200.0,10600.0,0.033336744,0.03333452,0.7006801,0.03333359,0.19931509,0.38168758,0.109272845,0.043230943,0.01934016,0.6909091,0.3090909,0.38625312,0.033333335,0.8,-0.24537815,-0.7,-0.071428575,0.0,0.0,0.5,0.0,612,5,1
647.0,9.0,644.0,0.5172956,1.0,0.71428573,10.0,5.0,1.0,0.0,4.732919,8.0,217.0,8500.0,1683.3334,0.0,617900.0,100562.5,0.0,12716.667,4187.9033,473.0,24400.0,8274.6,0.025002886,0.02500657,0.09415822,0.256621,0.59921134,0.45268136,0.060592998,0.029503105,0.013975156,0.6785714,0.32142857,0.31698564,0.05,0.6,-0.3175926,-0.6,-0.1,0.13333334,0.13333334,0.36666667,0.13333334,4800,4,0
497.0,8.0,211.0,0.6119403,1.0,0.7177419,9.0,6.0,1.0,0.0,4.78673,10.0,4.0,11400.0,1674.6,5700.0,843300.0,193170.0,1802.3727,11400.0,4941.3335,1400.0,3400.0,2500.0,0.661244,0.02043228,0.11794537,0.020485325,0.17989305,0.38956043,0.1021978,0.028436018,0.018957347,0.6,0.4,0.30833334,0.1,0.5,-0.15535714,-0.25,-0.071428575,0.2,0.1,0.3,0.1,1600,4,3
713.0,8.0,886.0,0.361678,1.0,0.4990403,9.0,6.0,13.0,0.0,4.4232507,7.0,217.0,1000.0,453.85715,2500.0,51900.0,23442.857,1499.3334,2763.8188,2208.7056,876.0,4300.0,2844.0,0.4663818,0.028626785,0.028710878,0.029064583,0.44721597,0.5122696,0.14423373,0.028216705,0.0124153495,0.6944444,0.30555555,0.38907358,0.033333335,0.7,-0.2550505,-0.8,-0.125,0.0,0.0,0.5,0.0,8000,4,4
22.0,13.0,89.0,0.7471264,1.0,0.83673465,6.0,2.0,1.0,1.0,4.977528,9.0,-1.0,975.0,232.0,0.0,843300.0,238154.11,0.0,5510.9375,2921.0588,1200.0,5300.0,3250.0,0.91042924,0.022223847,0.022223009,0.022870425,0.022253497,0.5,0.3,0.02247191,0.0,1.0,0.0,0.45,0.4,0.5,0.0,0.0,0.0,0.3,1.0,0.2,1.0,720,2,2
524.0,12.0,512.0,0.5529412,1.0,0.7220447,8.0,2.0,1.0,1.0,4.7148438,7.0,4.0,848.0,190.0,0.0,843300.0,313614.28,0.0,4602.5225,2896.88,1100.0,4600.0,2850.0,0.028612077,0.885386,0.028573243,0.028844802,0.028583879,0.35775554,0.1369331,0.046875,0.01171875,0.8,0.2,0.30213293,0.033333335,0.5,-0.21666667,-0.5,-0.05,0.2,0.14166667,0.3,0.14166667,683,1,4
323.0,13.0,255.0,0.54273504,1.0,0.6084337,21.0,1.0,20.0,0.0,4.7215686,8.0,-1.0,413.0,168.16667,0.0,843300.0,278200.0,0.0,8619.09,4008.1035,1400.0,1400.0,1400.0,0.025001125,0.025007095,0.02629688,0.8983371,0.0253578,0.5754902,0.4617647,0.05882353,0.0,1.0,0.0,0.5233333,0.1,1.0,0.0,0.0,0.0,1.0,-1.0,0.5,1.0,998,0,2
258.0,11.0,1443.0,0.45963174,1.0,0.63422817,37.0,13.0,5.0,8.0,4.6306305,7.0,-1.0,656.0,298.66666,0.0,843300.0,216214.28,0.0,5563.304,3281.1243,678.0,9200.0,3307.0908,0.028572895,0.24272054,0.028572757,0.67156166,0.02857215,0.46597,0.14162116,0.04088704,0.011088011,0.7866667,0.21333334,0.3356077,0.0625,1.0,-0.18839286,-0.4,-0.071428575,0.4,0.0,0.1,0.0,925,1,4
545.0,10.0,359.0,0.5043478,1.0,0.5751073,8.0,0.0,1.0,0.0,4.1643453,7.0,4.0,526.0,204.5,0.0,843300.0,186560.86,0.0,3303.4622,1990.4406,0.0,0.0,0.0,0.028576907,0.028577661,0.028691206,0.31220683,0.60194737,0.39294127,0.24366029,0.0362117,0.0,1.0,0.0,0.3561189,0.13636364,1.0,0.0,0.0,0.0,0.45454547,0.13636364,0.045454547,0.13636364,140,4,4
192.0,10.0,172.0,0.7218935,1.0,0.7927928,5.0,2.0,1.0,0.0,5.162791,3.0,-1.0,86.0,28.0,663600.0,843300.0,732433.3,3268.5461,3549.2903,3383.8892,946.0,2900.0,1923.0,0.7328187,0.06676499,0.0668683,0.066879846,0.06666814,0.38516483,0.16730769,0.040697675,0.017441861,0.7,0.3,0.41428572,0.2,0.5,-0.175,-0.3,-0.025,0.0,0.0,0.5,0.0,996,2,0
693.0,10.0,323.0,0.5949367,1.0,0.6956522,10.0,2.0,1.0,0.0,5.0402474,9.0,217.0,2100.0,588.8571,0.0,69100.0,35711.11,0.0,5635.154,2374.7607,0.0,0.0,0.0,0.2323411,0.19092293,0.02224803,0.43846947,0.116018474,0.42275363,0.26112318,0.05263158,0.009287925,0.85,0.15,0.455,0.16,1.0,-0.1,-0.125,-0.05,0.8,0.4,0.3,0.4,1700,1,3
245.0,11.0,174.0,0.58235294,1.0,0.6810345,18.0,3.0,15.0,1.0,5.304598,8.0,-1.0,1200.0,300.94876,1200.0,843300.0,494250.0,1200.0,9041.061,4785.111,12200.0,19200.0,15700.0,0.025001243,0.025287988,0.025029806,0.89939255,0.025288435,0.65064937,-0.14448053,0.022988506,0.03448276,0.4,0.6,0.29,0.1,0.6,-0.4315476,-1.0,-0.125,1.0,-0.125,0.5,0.125,22100,0,3
654.0,5.0,249.0,0.562249,1.0,0.6948052,2.0,2.0,1.0,0.0,4.97992,4.0,217.0,1200.0,541.25,4900.0,617900.0,197250.0,2580.4988,3373.611,3019.0671,8900.0,8900.0,8900.0,0.5518722,0.0500028,0.2981219,0.05000191,0.050001197,0.44139612,0.2150974,0.04016064,0.004016064,0.90909094,0.09090909,0.33363637,0.1,0.5,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,3200,2,0
588.0,9.0,337.0,0.52024925,1.0,0.62801933,5.0,3.0,1.0,0.0,4.480712,5.0,4.0,462.0,274.2,3700.0,690400.0,164840.0,2045.8242,3362.6873,2764.2346,2100.0,3500.0,2800.0,0.040073518,0.040001716,0.040014815,0.040000398,0.83990955,0.45037878,0.097530305,0.047477745,0.014836796,0.7619048,0.23809524,0.27478692,0.0625,0.5,-0.27166668,-0.6,-0.125,0.0,0.0,0.5,0.0,831,4,3
183.0,11.0,223.0,0.6666667,1.0,0.8076923,3.0,1.0,1.0,2.0,4.4304934,6.0,-1.0,546.0,118.4,0.0,843300.0,433983.34,0.0,6246.3496,3537.65,5400.0,5400.0,5400.0,0.033370756,0.03407585,0.033336177,0.8658723,0.033344872,0.49269697,0.1439091,0.07174888,0.022421524,0.7619048,0.23809524,0.36079547,0.1,0.7,-0.435,-0.7,-0.125,0.0,0.0,0.5,0.0,26800,1,2
398.0,12.0,268.0,0.6268657,1.0,0.7972973,8.0,0.0,1.0,0.0,4.2873135,8.0,-1.0,455.0,151.85715,0.0,843300.0,291000.0,0.0,4611.29,3008.976,0.0,0.0,0.0,0.026019864,0.6460576,0.025005728,0.02578532,0.2771315,0.54055554,0.03923611,0.05970149,0.041044775,0.5925926,0.4074074,0.34270832,0.033333335,0.8,-0.36224747,-0.7,-0.125,0.540404,-0.021212121,0.04040404,0.021212121,1700,1,4
482.0,10.0,488.0,0.5292887,1.0,0.7204301,10.0,5.0,1.0,0.0,4.8565574,7.0,4.0,1200.0,667.0,1400.0,843300.0,136700.0,1189.0,3267.573,2158.0132,4800.0,8200.0,6500.0,0.028572643,0.4737284,0.4405531,0.028571945,0.028573925,0.4763213,-0.03124981,0.032786883,0.028688524,0.53333336,0.46666667,0.252431,0.05,0.6,-0.33759922,-0.8,-0.05,0.45454547,0.13636364,0.045454547,0.13636364,875,5,4
27.0,11.0,1056.0,0.38302073,1.0,0.5153374,3.0,2.0,19.0,1.0,4.6789775,9.0,-1.0,596.0,114.0,1900.0,843300.0,218088.89,1006.4545,3398.624,1904.9749,0.0,0.0,0.0,0.3551899,0.02222239,0.57814157,0.022222346,0.022223765,0.35776514,0.045223065,0.015151516,0.010416667,0.5925926,0.4074074,0.29914773,0.05,0.7,-0.24166666,-0.6,-0.1,0.0,0.0,0.5,0.0,900,5,4
568.0,9.0,790.0,0.42675158,1.0,0.6442786,10.0,3.0,1.0,0.0,4.286076,10.0,4.0,1000.0,180.0,0.0,690400.0,153100.0,0.0,3278.6494,1986.5253,3200.0,3200.0,3200.0,0.020001458,0.020052332,0.8063367,0.020040113,0.13356937,0.49037355,0.14382184,0.04050633,0.016455697,0.7111111,0.2888889,0.36666667,0.083333336,0.9,-0.26858974,-0.6,-0.05,0.9,-0.5,0.4,0.5,680,5,2
531.0,12.0,141.0,0.76296294,1.0,0.8965517,6.0,4.0,0.0,0.0,4.6879435,8.0,4.0,349.0,142.875,5300.0,843300.0,264400.0,1067.9755,6329.8696,3127.583,493.0,1900.0,1196.5,0.41047645,0.025020827,0.025060317,0.025027014,0.5144154,0.42305362,0.20825674,0.06382979,0.0070921984,0.9,0.1,0.41441077,0.13636364,0.8,-0.23076923,-0.23076923,-0.23076923,0.375,-0.125,0.125,0.125,476,2,4
672.0,6.0,480.0,0.525,1.0,0.6559486,6.0,5.0,12.0,1.0,4.7479167,9.0,217.0,554.0,394.0,0.0,617900.0,102766.664,0.0,5237.507,2696.5984,5700.0,13300.0,8466.667,0.5206137,0.022225074,0.022299908,0.02228199,0.41257936,0.3962982,0.14945765,0.054166667,0.008333334,0.8666667,0.13333334,0.27280012,0.033333335,0.85,-0.14166667,-0.25,-0.05,0.45454547,0.13636364,0.045454547,0.13636364,8600,3,3
333.0,12.0,269.0,0.60456276,1.0,0.8450704,4.0,1.0,0.0,0.0,4.4609666,8.0,-1.0,579.0,279.5,196.0,843300.0,179999.5,196.0,9019.0,3796.7456,11700.0,11700.0,11700.0,0.025042512,0.025003413,0.02620375,0.025012141,0.8987382,0.50458336,0.09041667,0.029739777,0.0111524165,0.72727275,0.27272728,0.3025,0.1,0.7,-0.34166667,-0.5,-0.125,0.0,0.0,0.5,0.0,13500,0,6
